,decade,compound,GPE,Unnamed: 0,Artist,Song Name,release date,Line,Line Before,Line After,pos,neg,neu,year
429,1980.0,-0.3818,America,429,Kurtis Blow,America,1980-09-29,Take American hostages across the seas,Revolutionary terrorists swarm like bees,But how long Reagan go for that?,0.26,0.427,0.312,1980.0
977,1980.0,-0.4404,Bronx,977,Public Enemy,Get It In,1988-06-28,"In the Bronx, we rock the block, you gotta (Get it in)","Riding on the block, you gotta (Get it in)","Nassau county on the rock, you gotta (Get it in)",0.0,0.266,0.734,1988.0
436,1980.0,-0.4939,Harlem,436,Kurtis Blow,Nervous,1984-01-01,"Nervous, nervous (Wo!)Embed"", ""One-Two-Five (Main Street, Harlem, USA) LyricsCome with me and let's take a trip","Nervous, nervous (Nuh-nervous)",Where the scene is tough and the folks are hip,0.0,0.808,0.192,1984.0
1561,1980.0,-0.5719,Brooklyn,1561,Naughty by Nature,World Go Round,1989-12-05,"A Brooklyn boy dies, shot by a cop for a play gun","From the cradle to the killa, leavin' corpse and cripples","Our kids' days are up, even if they ain't stray ones",0.0,0.291,0.709,1989.0
457,1980.0,-0.5994,Bronx,457,Kurtis Blow,The Bronx,1981-01-01,It's called the Bronx,I'll be a Bronx boy 'til the day I die,The Bronx,0.0,0.358,0.642,1981.0
2355,1980.0,-0.8313,New York,2355,Big Daddy Kane,Bed Stuy Represent,1989-09-19,I made the streets of New York hot as a SAUNA,So bitches wouldn\'t have to go out and rob,And hung a Home Sweet Ho sign on every corner,0.0,0.527,0.473,1989.0
2979,,0.92,America,2979,Mos Def,A Message From Mos Def and The Beat Junkies,,"Loud ass, country ass, cocaine America","And I\'ll close for you, Ye, with the, with the verse that I kicked for you on December 31st, when you was in Atlantic City and you announced that you and Kim were having Nori. And, and, shout out to Madlib, and Otis, and…and…and Michael and his entire family, and to Mama Jackson and to the whole Jackson clan in L.A., I wish you and your family the best, your mother, you know, reach out to me, Egon, you know, y\'all know how to reach. Shout out to Corey Smyth, shout out to my brother Talib Kweli, salaam to my brother Kamaal Fareed, Ali Shaheed Muhammad, Islam, all of the Zulu Nation. The Zulu Nation real here; there\'s real Zulus. My brother, Siyabonga, the Madlalas. All of the people here who have supported me: this is no reflection on you. I love the people of this country. I love this continent. I do not have to sit idly by and just be persecuted unfairly by a state. They waste enough of my time and... I\'m through with you Felicia... we\'re through. I don\'t want nothing from you. You can keep the records, the sweatshirts, everything; it\'s no problem. But I\'ll end with this verse that I wanna put on ""No More Parties in LA,"" if you would kindly allow me, my dear brother Kanye. And shout out to K. Lamar, too; I see you, my dudeLonely America, crazy America","Lethal America, carcinogen, asthma",0.113,0.057,0.83,
3045,,0.8658,Brooklyn,3045,Mos Def,Champion Requiem,,"I'm yours truly, Brooklyn's own, Mos Def","I believe that I am, truly gifted, truly blessed","I'm rockin the hard right, ground zero, to far left",0.708,0.0,0.292,
1671,,0.8555,Bronx,1671,2Pac,Careless whisper,,"[Hook]Embed"", ""Carmencita of the Bronx! (Dedicated to Carmen) Lyricsu saw innocence at its best","A sucka for love, a sucka for love",I wanted u more than I wanted me,0.677,0.0,0.323,
969,,0.831,Jamaica,969,Public Enemy,By the Time I Get to Arizona (The Moleman Mixx),,Lookin\' for culture I got but not here from Jamaica,So I pray I pray everyday I do and praise Jah the maker,Pushin\' and shakin\' the structure bringin\' down the Babylon,0.557,0.0,0.443,
681,,0.8271,Brooklyn,681,Black Moon,Annihilation,,A crazy-ass nigga puttin Brooklyn on the map,I\'m small but I\'m strong like ten fucking gorillas,"I never gave a fuck, I never give a fuck, \'cause I\'m all that",0.524,0.0,0.476,
184,,0.8147,New York,184,Chuck D,Bernie Got Berned,,"Here in South Africa PUBLIC ENEMY has done crucial groundbreaking performances. Its the same level of smashing the house that we’ve done this year in Moscow, New York, Paris, London , Chicago and other places this year. This is not news We are not trying to prove any point other than to show that a classic work is timeless and doesn’t have a demographic per se. The Rolling Stones and U2 are NOT measured by mere tracks’ they are measured by the all-around event they present. The art of the performance has left Hip-Hop whereas somebody has led artists to do more performing off the stage than on it. The agenda here is to create artist exchange","It does the people of the planet little good to hear that an an artist is famous and rich, will wear expensive jewelry straight from the mines, show it off, stay it the hotel, ride in limos, do the VIP with chilled champagne in the clubs, ape and monkey the chicks (meaning not even talking) and keep the dudes away with slave paid bodyguards when real people come close. The mimic of the VIACOM-sanctioned video has run tired, because it shows off, does NOT inspire and it says NOTHING",,0.14,0.058,0.802,
4175,,0.7783,NYC,4175,Joey bada$$,Front & Center,,Is this NYC?,"Yeah, yeah, yeah, yeah, is this New York?","Yeah, yeah, yeah, yeah, okay",0.688,0.0,0.312,
3309,,0.7579,New York,3309,Beastie Boys,An Open Letter to NYC,,"Dear New York, I know a lot has changed",Were lookin' pretty and gritty cause in the city we trust,"2 towers down, but you're still in the game",0.419,0.0,0.581,
662,,0.75,New York,662,De La Soul,Copa (Cabanga),,"1747 First Avenue, New York, New York 10128","Don Newkirk: Thanks Sal! for all you listeners at home who think you have the right answers, jot \'em down on a four-by-ten sheet of paper and get two proof of purchases from the back of the album and send \'em to Tommy Boy Records in care of ""Dante the Scrub""","For those who have all four answers correct, you will receive a specially selected grand prize",0.118,0.0,0.882,
3945,,0.7184,New York,3945,50 Cent,First Date,,"Bitch, I'm a wanted man, I say I run New York","My watch a hundred grand, my chain a hundred grand","Cause I do what the fuck I wanna do, they know wussup",0.5,0.0,0.5,
467,,0.6908,Queensbridge,467,Cormega,Angel Dust,,Queensbridge projects is lounging on a cocaine mountain,Invincible foulness my style is trife like Rikers Isle get,"Aiyyo Hav let the four pound spit, what!",0.416,0.0,0.584,
468,,0.6908,Queens,468,Cormega,Angel Dust,,Queensbridge projects is lounging on a cocaine mountain,Invincible foulness my style is trife like Rikers Isle get,"Aiyyo Hav let the four pound spit, what!",0.416,0.0,0.584,
3027,,0.6908,Brooklyn,3027,Mos Def,Brooklyn (instrumental),,"Is the city I live in, is beautiful Brooklyn",Sometimes I feel like my only friend,Long as I live here believe I\'m on fire hey,0.588,0.0,0.412,
2439,,0.6808,South Bronx,2439,Wu-Tang Clan,Dirty the Moocher,,I acknowledge any MC in a South Bronx town,But the knowledge that I'm givin positively stimulatin,"South Proof Projects, did they really go down",0.397,0.0,0.603,
3672,,0.6808,Harlem,3672,A$AP Ferg,Green Juice,,"Yeah, this for Harlem","A$AP Ferg: I just, I feel good man. I just wish my pops and my grandmoms was here to see this. So much has changedEmbed"", 'Green Juice Lyrics[Intro: A$AP Ferg]","Silk City, Vado, what up?",0.183,0.0,0.817,
2438,,0.6808,Bronx,2438,Wu-Tang Clan,Dirty the Moocher,,I acknowledge any MC in a South Bronx town,But the knowledge that I'm givin positively stimulatin,"South Proof Projects, did they really go down",0.397,0.0,0.603,
2907,,0.6808,America,2907,LL Cool J,Baby,,"Cause I\'m your baby, (Your) your baby, (Your) your baby, (Your) your baby (LL, The American Dream)","[Hook: The Dream, LL Cool J, LL Cool J & The Dream]","I\'m your baby, (Your) your baby, (Your) your baby, (Your) your baby  (LL, The American Dream)",0.485,0.0,0.515,
1789,,0.6705,America,1789,Talib Kweli,City Playgrounds,,"American History X, your teeth'll hit the curb",Tries to twist them like a Swisher Sweet with sticky herbs,"It's easy 'cause I'm ill with the wordplay, I still flip the bird",0.407,0.0,0.593,
295,,0.6697,Jersey,295,Redman,Green Island,,My style flow local like New Jersey transit,"When I clock dividends women give me more love than Wimbledon, uh","And I can\'t stand it, and you\'ll need Teddy to unjam it when I cram it",0.31,0.0,0.69,
3300,,0.6633,New York,3300,Beastie Boys,An Open Letter to NYC,,"Dear New York, this is a love letter",From 1010 WINS to Live At Five,To you and how you brought us together,0.425,0.0,0.575,
1175,,0.6597,Brooklyn,1175,The Notorious B.I.G.,Dead Wrong (Original Version),,"I rob for self; from Brooklyn, where else?","Like a cantaloupe, hope you got a rope to hang yourself","Fat like a Lexus coupe, I ripped your troop",0.435,0.0,0.565,
3100,,0.6597,Brooklyn,3100,Mos Def,Jam on It (main instrumental),,From the Brooklyn vicinit-y,I rock the party efficiently,And I do it so lyrically,0.73,0.0,0.27,
3105,,0.6597,Brooklyn,3105,Mos Def,Jam on It (main mix),,From the Brooklyn vicinit-y,I rock the party efficiently,And I do it so lyrically,0.73,0.0,0.27,
3110,,0.6597,Brooklyn,3110,Mos Def,Jam on It (radio mix),,From the Brooklyn vicinit-y,I rock the party efficiently,And I do it so lyrically,0.73,0.0,0.27,
42,,0.6369,New York,42,A$AP Rocky,GRIM FREESTYLE,,LA by way of New York,Love how you be switching that,She tell me she love my talk,0.457,0.0,0.543,
660,,0.6369,New York,660,De La Soul,Copa (Cabanga),,"Bowlegged in a two-piece steel, we live in New York",I love the way Sally walk,We live in New York,0.512,0.0,0.488,
3553,,0.6369,New York,3553,Rakim,GRIM FREESTYLE,,LA by way of New York,Love how you be switching that,She tell me she love my talk,0.457,0.0,0.543,
3052,,0.6369,Brooklyn,3052,Mos Def,Excellence,,"Brooklyn's own, Brooklyn's only",You are now rocking with the best,M-O-S definite,0.412,0.0,0.588,
3329,,0.6249,Queens,3329,Nas,Heart Attack Man,,Is it love for a Queens dude in Supreme shoes,"Produce great results, they start to lie on you",Or did the street code expire with these dudes?,0.339,0.0,0.661,
3051,,0.6249,Brooklyn,3051,Mos Def,Excellence,,"Brooklyn embassy, haha",Excellence always,Black Star shining,0.804,0.0,0.196,
2078,,0.6124,Harlem,2078,Big L,Dj Chill Will Freestyle,,"Whoever wanna see me, come to Harlem; it ain’t hard to find me","I\'m wavin\' automatic guns at nuns11Embed', ""Dj Chill Will Freestyle LyricsI’m standing strong with my squad behind me","You might catch me on Lenox Ave, hopping in a Hummer",0.238,0.0,0.762,
3019,,0.5994,Brooklyn,3019,Mos Def,Brooklyn (Alternate Version),,Brooklyn,A champion can only rest at the place where the title is,{\u200b\u200b*beat switches*}\u200b\u200b,0.281,0.0,0.719,
2659,,0.5994,America,2659,Raekwon,Came Up,,"Dance my ass off, paper chasin' Captain, America",Yeah I rap for the merrier,"Fly high , live as a drive-by",0.62,0.0,0.38,
874,,0.5875,Brooklyn,874,Foxy Brown,Bout My Paper,,You know them gangsta Brooklyn niggas is quick to fight,Don't start no shit tonight,But we 'bout our dough - you know how that go,0.616,0.0,0.384,
40,,0.5859,Harlem,40,A$AP Rocky,Funkmaster Flex Freestyle Part 1,,Known around the globe but Harlem's where I be at,"I be swimming in these women, I'm the scuba diver lover","Same home as Cam'ron, and I ain't talking Diaz",0.297,0.0,0.703,
3551,,0.5859,Harlem,3551,Rakim,Funkmaster Flex Freestyle Part 1,,Known around the globe but Harlem's where I be at,"I be swimming in these women, I'm the scuba diver lover","Same home as Cam'ron, and I ain't talking Diaz",0.297,0.0,0.703,
2511,,0.5859,Broadway,2511,Inspectah Deck,The Neverending Story,,"Coppin\' on four, 4 and Broadway","Wow, look at him now, came a long ways from the hallways","I was 16, working the triple beam",0.275,0.0,0.725,
110,,0.5574,Queens,110,DMX,Bath Salts,,"God bless the child that can hold his own, achoo (Queens, stand up)","All I need is Heaven, I don\'t want the hassle",[Verse 2: Nas & Swizz Beatz],0.434,0.0,0.566,
2645,,0.5574,New York,2645,Raekwon,About Me (Original),,"I pop big shit, New York Knick shit","Back to back Beemers, Moss'll play me in a huddle, yeah","L.A. Laker paper, Kobe coming off a pick, shit",0.365,0.0,0.635,
1770,,0.5574,Brooklyn,1770,Talib Kweli,2000 Seasons (Mixed),,"Brooklyn, y'all","Brother Rich, y'all","Cincinnati, y'all",0.643,0.0,0.357,
2024,,0.5423,Harlem,2024,Cam'ron,Halftime Show,,"Fuck Tiger Woods, it\'s tigers in the hood (Harlem)","I be with Don King, if you a fighter, good","So come test the birdie, if ya stretched the dirty",0.429,0.0,0.571,
4176,,0.5423,Brooklyn,4176,Joey bada$$,Front & Center,,"The Brooklyn son, I'm moving, this is so wild","I come off the top, yes it's the golden child","And I got the style, yes, this is freestyle",0.391,0.0,0.609,
3628,,0.5334,New York,3628,Big Pun,Wrong Ones,,From New York to Cali all the real niggas carry chalk,"You ain't a killer, you still learnin' how to walk",Mark you for death,0.301,0.0,0.699,
3629,,0.5334,New York,3629,Big Pun,Wrong Ones,,From New York to Cali all the real niggas carry chalk,"You ain't a killer, you still learnin' how to walk",Mark you for death,0.301,0.0,0.699,
3630,,0.5334,New York,3630,Big Pun,Wrong Ones,,From New York to Cali all the real niggas carry chalk,"You ain't a killer, you still learnin' how to walk",Mark you for death,0.301,0.0,0.699,
3631,,0.5334,New York,3631,Big Pun,Wrong Ones,,From New York to Cali all the real niggas carry chalk,"You ain't a killer, you still learnin' how to walk",Mark you for death,0.301,0.0,0.699,
3632,,0.5334,New York,3632,Big Pun,Wrong Ones,,From New York to Cali all the real niggas carry chalk,"You ain't a killer, you still learnin' how to walk",Mark you for death,0.301,0.0,0.699,
3322,,0.5319,Brooklyn,3322,Beastie Boys,Electrify,,"For their Counterclaims against Plaintiff and Counterclaim-Defendant GoldieBlox, Inc. (“GoldieBlox”), Brooklyn Dust Music, Beastie Boys and Adam Horovitz (collectively, the “Beastie Boys Defendants”), together with Michael Diamond and Dechen Yauch as executor of the estate of Adam Yauch, deceased (collectively, with the Beastie Boys Defendants, the “Beastie Boys Parties”), aver as follows:","Electrify, electrify, ele-electrifyEmbed"", '', 'Facts Applicable To All Counterclaims - Beastie Boys v. GoldieBlox LyricsCOUNTERCLAIMS OF THE BEASTIE BOYS PARTIES",,0.16,0.0,0.84,
3230,,0.5106,Brooklyn,3230,Busta Rhymes,Been Through the Storm,,"Blendin in with city folk, down in Flatbush Brooklyn","Seek refuge in the alleged land of the free, lookin","Feel a little of my pain, follow and sing to it",0.268,0.0,0.732,
3569,,0.5106,Bronx,3569,Big Pun,Glamour Life,,"A living legend from the Bronx, second to none, unless it's Pun",Sitting on top of the world like the sun,[Chorus: Big Pun],0.381,0.0,0.619,
4,,0.4939,New York,4,French Montana,Bag,,"Talk about New York, big estate","And grab a casket, my chest christens in the laughter",Got the bank and I ain't fit (That's a stash),0.286,0.0,0.714,
4029,,0.4939,Harlem,4029,Immortal Technique,Goonies Never Die,,Harlem cops frisk me to get me to make their quotas,Grab your hand and push the motherfuckin\' pedal to sixty,"But I told ya ""Siempre hay que separar las drogas""",0.262,0.0,0.738,
2235,,0.4939,Bronx,2235,Fat Joe,Another Wild Nigga From the Bronx,,[All] Another wild nigga from the Bronx!,"[""Sawed off shotgun, hand on the pump"" -] Cypress Hill","[""Sawed off shotgun, hand on the pump"" -] Cypress Hill",0.262,0.0,0.738,
2236,,0.4939,Bronx,2236,Fat Joe,Another Wild Nigga From the Bronx,,(Keith Keith!) Another wild nigga from the Bronx!,"[""Sawed off shotgun, hand on the pump"" -] Cypress Hill",[Keith Keith],0.262,0.0,0.738,
2238,,0.4939,Bronx,2238,Fat Joe,Another Wild Nigga From the Bronx,,[All] Another wild nigga from the Bronx!,"[""Sawed off shotgun, hand on the pump"" -] Cypress Hill","[""Sawed off shotgun, hand on the pump"" -] Cypress Hill",0.262,0.0,0.738,
2239,,0.4939,Bronx,2239,Fat Joe,Another Wild Nigga From the Bronx,,(King Sun!) Another wild nigga from the Bronx!,"[""Sawed off shotgun, hand on the pump"" -] Cypress Hill",,0.262,0.0,0.738,
2243,,0.4939,Bronx,2243,Fat Joe,Another Wild Nigga From the Bronx,,[All] Another wild nigga from the Bronx!,"[""Sawed off shotgun, hand on the pump"" -] Cypress Hill","[""Sawed off shotgun, hand on the pump"" -] Cypress Hill",0.262,0.0,0.738,
2244,,0.4939,Bronx,2244,Fat Joe,Another Wild Nigga From the Bronx,,(Fat Joe!) Another wild nigga from the Bronx!,"[""Sawed off shotgun, hand on the pump"" -] Cypress Hill",,0.262,0.0,0.738,
2247,,0.4939,Bronx,2247,Fat Joe,Another Wild Nigga From the Bronx,,[All] Another wild nigga from the Bronx!,"[""Sawed off shotgun, hand on the pump"" -] Cypress Hill","[""Sawed off shotgun, hand on the pump"" -] Cypress Hill",0.262,0.0,0.738,
2248,,0.4939,Bronx,2248,Fat Joe,Another Wild Nigga From the Bronx,,[All] Another wild nigga from the Bronx!,"[""Sawed off shotgun, hand on the pump"" -] Cypress Hill","[""Sawed off shotgun, hand on the pump"" -] Cypress Hill",0.262,0.0,0.738,
2249,,0.4939,Bronx,2249,Fat Joe,Another Wild Nigga From the Bronx,,[All] Another wild nigga from the Bronx!,"[""Sawed off shotgun, hand on the pump"" -] Cypress Hill","[""Sawed off shotgun, hand on the pump"" -] Cypress Hill",0.262,0.0,0.738,
2250,,0.4939,Bronx,2250,Fat Joe,Another Wild Nigga From the Bronx,,[All] Another wild nigga from the Bronx!,"[""Sawed off shotgun, hand on the pump"" -] Cypress Hill","[""Sawed off shotgun, hand on the pump"" -] Cypress Hill",0.262,0.0,0.738,
2251,,0.4939,Bronx,2251,Fat Joe,Another Wild Nigga From the Bronx,,[All] Another wild nigga from the Bronx!,"[""Sawed off shotgun, hand on the pump"" -] Cypress Hill","[""Sawed off shotgun, hand on the pump"" -] Cypress Hill",0.262,0.0,0.738,
2252,,0.4939,Bronx,2252,Fat Joe,Another Wild Nigga From the Bronx,,[All] Another wild nigga from the Bronx!,"[""Sawed off shotgun, hand on the pump"" -] Cypress Hill","[""Sawed off shotgun, hand on the pump"" -] Cypress Hill",0.262,0.0,0.738,
2253,,0.4939,Bronx,2253,Fat Joe,Another Wild Nigga From the Bronx,,[All] Another wild nigga from the Bronx!,"[""Sawed off shotgun, hand on the pump"" -] Cypress Hill","[""Sawed off shotgun, hand on the pump"" -] Cypress Hill",0.262,0.0,0.738,
176,,0.4939,America,176,Chuck D,Bernie Got Berned,,"Apple pie and poli-tricks, it\'s the American way",Bernie couldn\'t even save the day,"Tax, loopholes, and e-mails, what the hell",0.39,0.0,0.61,
