,Title,Album,Artist,Release_Date,City,State,County,Country,Lyrics
6301,Street Dreamin',Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,[Verse 1: Kendrick Lamar],Take a trip with the narcoleptic,...,
6302,Gangsta Of The Year,Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,[Hook: Yo Gotti],"It's a new year, I can think clear",$1000 s...,
6303,Slab,Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,[Hook],Throwing up a deuce and giving daps,Coming down the ...,
6304,All That I Got Is You,noir.,Erick Arc Elliott,2013-05-02,New York,Coming Soon,            ,          ,        ...
6305,Orbital,noir.,Erick Arc Elliott,2013-05-02,New York,Coming Soon,            ,          ,        ...
6306,Fifteen Minutes,noir.,Erick Arc Elliott,2013-05-02,New York,[Verse 1:],I remember you didn’t give a damn,And i’m stress...,
6307,12.29.09,noir.,Erick Arc Elliott,2013-05-02,New York,Coming Soon,            ,          ,        ...
6308,2005 Freestyle,noir.,Erick Arc Elliott,2013-05-02,New York,Coming Soon,            ,          ,        ...
6309,All Over The Place,noir.,Erick Arc Elliott,2013-05-02,New York,"So I sort of broke away, Let my angels float away",But lives...,,
6310,Plane,noir.,Erick Arc Elliott,2013-05-02,New York,[Verse 1:],Yeah uh uh yeah,"I woke up to a cigarette, next t...",
6311,X&Y,noir.,Erick Arc Elliott,2013-05-02,New York,[Verse 1:],I never was a fan of all the women coatin makeup...,,
6312,Empty Space,noir.,Erick Arc Elliott,2013-05-02,New York,Verse 1:,Product of the ghetto,            ,          
6313,Hunger,noir.,Erick Arc Elliott,2013-05-02,New York,[Verse 1],They say you can't live for the moment,And you ca...,
6314,Traduction,noir.,Erick Arc Elliott,2013-05-02,New York,[Verse 1],"Ridin' through the ghetto, kept loot up in the sh...",,
6315,Pink Cookies,noir.,Erick Arc Elliott,2013-05-02,New York,[Verse 1:],Had me like god damn almost had a chance doe,You...,
6316,Fanfare,noir.,Erick Arc Elliott,2013-05-02,New York,[Verse 1],I’m too quiet they said I didn’t speak enough,I l...,
6317,Snooze Minutes,noir.,Erick Arc Elliott,2013-05-02,New York,Coming Soon,            ,          ,        ...
6318,Episode 5: Justin,Dis Raps For Hire - Season 1,EpicLLOYD,2013-01-17,New York,Ladies And Gentleman Grab All Your Children Best To Be quic...,,,
6319,Episode 1: Charles,Dis Raps For Hire - Season 1,EpicLLOYD,2013-01-17,New York,Epiclloyd gets two messages by the user aysharpietwintip13,...,,
6320,Episode 3: Christian,Dis Raps For Hire - Season 1,EpicLLOYD,2013-01-17,New York,"ALRIGHT!! Yo Its Dis Raps Time, Come And Get you Those!",I S...,,
6321,Episode 8: Daniel,Dis Raps For Hire - Season 1,EpicLLOYD,2013-01-17,New York,"(Look, someone asked me for help writing them a resignation...",,,
6322,Outro,A Portrait of Donnovan,Dyme-A-Duzin,2013-01-16,New York,[Hook: Female Vocalist],Where do we go?,Where do we go from...,
6323,Its Alright Now,A Portrait of Donnovan,Dyme-A-Duzin,2013-01-16,New York,[Hook],Letting go my problems,Switching old to new,Got a co...
6324,Father's Day,A Portrait of Donnovan,Dyme-A-Duzin,2013-01-16,New York,[Verse 1],Whats the purpose of a father?,"Shiiit, I'm doing...",
6325,Memories,A Portrait of Donnovan,Dyme-A-Duzin,2013-01-16,New York,[Intro],(Laughs),"Cloud 9...1,1....Dyme-A-Duzin",[Hook]
6326,This Is My World,A Portrait of Donnovan,Dyme-A-Duzin,2013-01-16,New York,[Verse 1: Dyme-A-Duzin],"This is my world,",You can all enter...,
6327,I Like,A Portrait of Donnovan,Dyme-A-Duzin,2013-01-16,New York,Intro:,Check 1,Check 1,Testing Check 1
6328,We Allowed You To Live,A New Nightmare Presents: The Horrorcore Mixtape (Part 2),Chino XL,2014-01-01,New York,[Chino XL],"Yo, yo",Remember me? Chino like the prison,I jism...
6329,Let Me Sing (Skit 3),F.M.L,Jharrel Jerome,2013-10-16,New York,- A school bell rings out. Jharrel has returned to school a...,,,
6330,No Stress Party,F.M.L,Jharrel Jerome,2013-10-16,New York,[Produced by Peet],[Intro],Uh—SlimJayy,[Verse 1]
6331,Some Way,F.M.L,Jharrel Jerome,2013-10-16,New York,[Produced by Delfano],[Verse 1],One moment it strikes like...,
6332,The End,F.M.L,Jharrel Jerome,2013-10-16,New York,[Intro],Haha....,Uh—Yeah,SlimJayy
6333,Reminisce,F.M.L,Jharrel Jerome,2013-10-16,New York,[Intro],Yeah...,"They reminisce, they reminisce",I reminisce
6334,Big Spender,F.M.L,Jharrel Jerome,2013-10-16,New York,[Hook],"Good lookin', so refined",Say wouldn't you like to kn...,
6335,Rap Battle (Skit 1),F.M.L,Jharrel Jerome,2013-10-16,New York,"- An average day. Cars pass in the distance, the wind blows...",,,
6336,Perfect Love,Who You Mad At? Me Or Yourself?,Troy Ave,2013-06-24,New York,New York,Kings,USA,We got a perfect love together
6337,(News Talking Intro) Real Eyes Realize Real Lies,Roland Collins,Troy Ave,2013-01-06,New York,New York,Kings,USA,Lyrics for this song have yet to be released. Please check ...
6338,Move,Godfather Of The Ghetto,Tony Yayo,2013-06-28,New York,[Hook: 50 Cent],"Nigga, when I say move you better get out ...",,
6339,Trap Lords,Who You Mad At? Me Or Yourself?,Bodega Bamz,2013-06-24,New York,[Verse 1 : Bodega Bamz],I used to stand on the corner with ...,,
6340,Chill,Birdman Presents: Rich Gang All Stars,Busta Rhymes,2013-01-01,New York,New York,Nassau,USA,[Hook: Busta Rhymes]
6341,Shake It,Who You Mad At? Me Or Yourself?,Busta Rhymes,2013-06-24,New York,New York,Nassau,USA,[Intro: Future]
6342,Pardon My Ways ELE 2 Exclusive,The Abstract and the Dragon,Busta Rhymes,2014-01-01,New York,New York,Nassau,USA,[Intro: Busta Rhymes]
6343,Prin vene,Trailer,Ezekiel,2013-03-01,New York,[Verse 1: DOC],Sez lasa toba să cadă,Flou că tomba-n zăpadă...,
6344,Talk About It,Cocaine Riot 2,Chinx,2013-05-02,New York,[Hook],"In that red flame, clogging up the lane",Gripping mor...,
6345,We Rollin',Cocaine Riot 2,Chinx,2013-05-02,New York,[Verse 1],My buzz getting bigger,It's growing like a tumor,...
6346,Coke Boy Wave,Cocaine Riot 2,Chinx,2013-05-02,New York,[Hook: Lady],Just another day livin' in the hood,Just anoth...,
6347,Skit (CR2),Cocaine Riot 2,Chinx,2013-05-02,New York,"No mister, please, no!","Do you think I’m playing? Bitch, do...",,
6348,Early In The Game,Cocaine Riot 2,Chinx,2013-05-02,New York,[Hook],"Trippy stangs, business on my brain",Perfect in my la...,
6349,Paper Chaser,Cocaine Riot 2,Chinx,2013-05-02,New York,[Hook],"You be paper chasing, you got your block on fire",Rem...,
6350,Fly Shit,Cocaine Riot 2,Chinx,2013-05-02,New York,[Intro],"Boy, I'm on that fly shit, boy, I'm on that fly shi...",,
6351,Greedy,Cocaine Riot 2,Chinx,2013-05-02,New York,[Produced by Harry Fraud],[Hook – Chinx][x2],Dead prezzys ...,
6352,Roads 2 Riches,Cocaine Riot 2,Chinx,2013-05-02,New York,[Hook][x2],I'm early for the fetti never late,Scraping off ...,
6353,Gun Man Skit,Cocaine Riot 2,Chinx,2013-05-02,New York,[Intro],"Word son. Word, when I was locked up with this nigg...",,
6354,Buy This Game,Cocaine Riot 2,Chinx,2013-05-02,New York,[Intro: DJ],Chinx featuring Wale,Lets ride out on this,(Evi...
6355,Holla At A Nigga,Cocaine Riot 2,Chinx,2013-05-02,New York,[Hook – Chinx][x2],Come and holla at a nigga some time,Come...,
6356,No Giving Up,Cocaine Riot 2,Chinx,2013-05-02,New York,[French Montana],"See, we make it look easy, but niggas can'...",,
6357,Perfect Picture,Cocaine Riot 2,Chinx,2013-05-02,New York,[Intro: Sample],"(Wherever you are, wherever you are, wherev...",,
6358,Touch the Sky,1st of the Month Volume 5,Cam'ron,2014-01-01,New York,New York,Manhattan,USA,[Intro: Cam'ron]
6359,Love To a Diplomat,Who You Mad At? Me Or Yourself?,Cam'ron,2013-06-24,New York,New York,Manhattan,USA,[Intro: Cam'ron]
6360,XXL Freshman Freestyle: Joey Bada$$,Freshman Freestyles (Class of 2013),Joey Bada$$,2013-06-21,New York,New York,Kings,USA,The flows is acidic
6361,Hotbox,Who You Mad At? Me Or Yourself?,Joey Bada$$,2013-06-24,New York,New York,Kings,USA,[Intro]
6362,Beyond A Reasonable Doubt,XXL Freshman 2013 Mixtape,Joey Bada$$,2013-05-01,New York,New York,Kings,USA,[Hook: Joey Bada$$]
6363,Day In The Life,Underground Airplay 2: The New York Renaissance,Joey Bada$$,2013-06-02,New York,New York,Kings,USA,La Musica de Harry Fraud
6364,Hard Work,Everyday Living - EP,Justine Skye,2013-08-20,New York,[Intro],Gonna work you hard,Work you hard,[Verse 1]
6365,Messin' With You,Everyday Living - EP,Justine Skye,2013-08-20,New York,[Hook: Justine Skye],"I'm only messing with you, you",I'm onl...,
6366,I Don't Wanna,Everyday Living - EP,Justine Skye,2013-08-20,New York,I don't wanna... Ohhh.. Ohhh. Oh.. Oh,Verse 1:,When we hoo...,
6367,Roll Deep,Who You Mad At? Me Or Yourself?,Joell Ortiz,2013-06-24,New York,[Intro],"Yeah, that's it, you found it",My nigga Victor gon' ...,
6368,Now or Never,Flight 2011,Chinx,2013-05-30,New York,[Flight Attendant],La musica de Harry Fraud,[Verse 1: Chin...,
6369,Good Morning,Flight 2011,Chinx,2013-05-30,New York,[Introduction:],Good morning! That’s right. . . it’s a new ...,,
6370,Talk to me,Flight 2011,Chinx,2013-05-30,New York,[Chinx Drugz Verse One],We start off on good note but then ...,,
6371,Intro (Flight 2011),Flight 2011,Chinx,2013-05-30,New York,[Voice of Flight Attendant:],Ladies and Gentleman on behal...,,
6372,Bout That Bacon,Cocaine Riot 2,Chinx,2013-05-02,New York,[Hook – Chinx & Flip],"Bitch, I told 'em I was all about tha...",,
6373,Murder One,Cocaine Riot 2,Chinx,2013-05-02,New York,[Verse 1],"George of the jungle, lord of the bundles",Hit my ...,
6374,Pressure On My Head,Cocaine Riot 2,Chinx,2013-05-02,New York,[Chorus: French Montana],"Getting wasted, all this pressure ...",,
6375,I'm A Coke Boy,Cocaine Riot 2,Chinx,2013-05-02,New York,[Intro: French Montana],Nigga walk up in the spot wearing t...,,
6376,Suit and Tie (Cover),House of the Weirdos,Devvon Terrell,2013-06-10,New York,[Verse 1],"I can't wait 'til I get you on the floor, good-lo...",,
6377,Get Down,Coalmine Records Presents: Unearthed,Pharoahe Monch,2014-01-01,New York,{Not finished},[Intro: DJ Revolution],[Verse 1: Pharoahe ...,
6378,The Joke's On You,Look On The Blight Side,Louis Logic,2013-07-08,New York,[Verse 1: Louis Logic],"My, well isn't that mighty wonderfu...",,
6379,They Don't Make 'Em Like They Used To,Look On The Blight Side,Louis Logic,2013-07-08,New York,"Polished to a high shine, straight outta the shrink wrap",Th...,,
6380,Leaving Again,Look On The Blight Side,Louis Logic,2013-07-08,New York,I'm not gonna cry,Again when they're asking me why,I was ba...,
6381,Don't Care,Look On The Blight Side,Louis Logic,2013-07-08,New York,Flood in the basement don't care,Cracks in the sidewalk pav...,,
6382,Across The Water,Look On The Blight Side,Louis Logic,2013-07-08,New York,Hands across the water,Hands across the water,Has it reall...,
6383,Hedi Slimane,because the internet Script Contest,Max Kennedy,2013-12-13,New York,Tires SCREECH outside. Dude 2 stands up. There's a small cr...,,,
6384,In Ya Mouf' (Intro),In Ya Mouf',Dai Burger,2014-01-01,New York,Burger,Place your order,I'm still on the menu,Place your or...
6385,Grindtime,In Ya Mouf',Dai Burger,2014-01-01,New York,[verse 1:Dai Burger],My hips stay on the grind sort of like...,,
6386,Retarded,In Ya Mouf',Dai Burger,2014-01-01,New York,"Ooh, you know i'm 'bout it","Ooh, you know I'm 'bout it","Ooh, ...",
6387,Soufflé,In Ya Mouf',Dai Burger,2014-01-01,New York,Verse 1:,"Who you know, come through rockin' that mint green...",,
6388,Excuse Me,Gunshine State of Mind,DJ Kay Slay,2013-01-01,New York,[Verse 1: Gunplay],"Shit ain’t gravy, shit ain’t wavy",Not ev...,
6389,All For Sale,The Green EP: Sour Stacks & Hustling Jacks,Masta Ace,2013-01-01,New York,I got it right here,"Ya, what you need",Got it right here,I'm...
6390,Everything Is Real,Original Demo Tape,Nas,2013-04-25,New York,New York,Queens,USA,[Nas]
6391,Life is Like a Dice Game,Original Demo Tape,Nas,2013-04-25,New York,New York,Queens,USA,[Intro]
6392,Just Another Day In The Projects,Original Demo Tape,Nas,2013-04-25,New York,New York,Queens,USA,[Verse 1: Nas]
6393,Deja Vu,Original Demo Tape,Nas,2013-04-25,New York,New York,Queens,USA,[Verse 1]
6394,Understanding,Original Demo Tape,Nas,2013-04-25,New York,New York,Queens,USA,[Intro: AZ]
6395,Live at the Barbeque,Breaking Atoms,Nas,2013-04-25,New York,New York,Queens,USA,[Produced by Large Professor]
6396,All The Way Live (Ft Lauderdale),Tha City,Robb Bank$,2013-10-01,New York,[Chorus],"This bitch is throwed, and got ass",This bitch got ...,
6397,I.D.K.,The Pimpire Strikes Back,Roc Marciano,2013-11-05,New York,[Verse 1],"Flip 'caine, David Blaine","Flip chips, made it ra...",
6398,Black and Yellow,The First 48,Uncle Murda,2013-01-24,New York,{Cooch ad-lib],Oh man!,Ay yo Murda!,We got these niggas sca...
6399,Brother & Sister,The First 48,Uncle Murda,2013-01-24,New York,I know this shawty who be huggin the block,He be beefin wit...,,
6400,Do Sumthin (Suge Knight Diss),Who You Mad At? Me Or Yourself?,Uncle Murda,2013-06-24,New York,[Verse 1],"I know Big, looking down on me",If he was still he...,
6401,Scotty,Underground Airplay 2: The New York Renaissance,Nyck Caution,2013-06-02,New York,[Verse 1:Nyck Caution],I'll paint a portrait before interco...,,
6402,Footprints of Osama,The Chef Vs. The Beast,Raekwon,2013-01-01,New York,New York,Richmond,USA,This the story of Osama
6403,Lisa,Starvin Like Marvin For A Cool J Song,Stro,2013-09-09,New York,[Intro],[So-so-so-so proper],Yo I gotta tell y'all about th...,
6404,Intro,Starvin Like Marvin For A Cool J Song,Stro,2013-09-09,New York,(Radio static),(Old school RnB/hip hop tune playing),(Rad...,
6405,Stranger,Starvin Like Marvin For A Cool J Song,Stro,2013-09-09,New York,I'm a stranger in my own world,Darkness came down and took ...,,
6406,"Yes, I Know My G",Starvin Like Marvin For A Cool J Song,Stro,2013-09-09,New York,If you think I'm cocky now,Wait until the song drop,[Verse...,
6407,Crazy,Starvin Like Marvin For A Cool J Song,Stro,2013-09-09,New York,[Verse 1],"I be that original don, what you want?","Cool, we s...",
6408,Didn't Know,Starvin Like Marvin For A Cool J Song,Stro,2013-09-09,New York,{Verse 1},Used to live in iller conditions,With little food...,
6409,Hollywood,Starvin Like Marvin For A Cool J Song,Stro,2013-09-09,New York,[Intro/Bridge],Give me the fame(x7),I want the fame(x7),Giv...
6410,Bonus (Bout it) 1,Starvin Like Marvin For A Cool J Song,Stro,2013-09-09,New York,[Hook],All my peoples on my left and all my peoples on the...,,
6411,Deadbeat,Deadbeats and Lazy Lyrics,Stro,2013-02-18,New York,[Verse 1: Astro],"It was a Friday, I was chilling all stealt...",,
6412,Don't Be Afraid,Deadbeats and Lazy Lyrics,Stro,2013-02-18,New York,[Verse 1],Who they attract with that line,''What's your nam...,
6413,The Bomb,Deadbeats and Lazy Lyrics,Stro,2013-02-18,New York,[Verse 1],"Even though the whole school with it, I'm cool wi...",,
6414,Catchin' Wreck,Deadbeats and Lazy Lyrics,Stro,2013-02-18,New York,[Verse 1],Repping Brooklyn forever like the barclays center...,,
6415,Grind-In,Deadbeats and Lazy Lyrics,Stro,2013-02-18,New York,[Intro],So This what Brooklyn look like at it's finest huh?...,,
6416,Stro is the Name,Deadbeats and Lazy Lyrics,Stro,2013-02-18,New York,[Intro],Just make sure that anybody who's anybody gets on t...,,
6417,Methods,Deadbeats and Lazy Lyrics,Stro,2013-02-18,New York,[Verse 1],"Grade a tribe's in the house with that trap jam, ...",,
6418,Return Of The Soul,Deadbeats and Lazy Lyrics,Stro,2013-02-18,New York,[Verse 1: Astro],"I used to be a nuisance, but they been act...",,
6419,Flow,Deadbeats and Lazy Lyrics,Stro,2013-02-18,New York,[Verse 1: Astro],"Living reckless, beat perfecting",Check col...,
6420,Player,Deadbeats and Lazy Lyrics,Stro,2013-02-18,New York,[Verse 1],Break in territories end of story,Nobody in the g...,
6421,Cordoroy Couch,Deadbeats and Lazy Lyrics,Stro,2013-02-18,New York,[Intro],"I'mma do it like this, I'mma do it like that",I'mma ...,
6422,Cheese,Deadbeats and Lazy Lyrics,Stro,2013-02-18,New York,[Hook],As I look around the room full of souls,Some appear ...,
6423,He Fell Off,Deadbeats and Lazy Lyrics,Stro,2013-02-18,New York,[Intro],[Hook],"He ain't even making music, he fell off",Twi...
6424,The Streak,Ringside,Smoke DZA,2013-04-07,New York,[Verse],"Closed casket, Paul Bearer bring the urn out",Killer...,
6425,Wolf Pack,Ringside,Smoke DZA,2013-04-07,New York,[Verse],Riiight,The RFC wolf pack's in here,"Uh, I'll throw ..."
6426,Y2KushedGod,Ringside,Smoke DZA,2013-04-07,New York,:[Verse],"I'm a lionheart, ain't even trying hard",These nigg...,
6427,Machismo,Ringside,Smoke DZA,2013-04-07,New York,[Verse 1],I'm oozing with machismo,"KushedGod bitch, back on...",
6428,Walka Not a Talka,Spirit in the Dark,Lindsay Lohan,2013-10-23,New York,JR and Lindsay,No problem breakin' myself off,If that's wha...,
6429,Winner's Section,The Stash,Cam’ron,2013-01-01,New York,[Hook],I'm getting paid,Your chick amazed,She twist the haz...
6430,June 5th,Major Without A Deal,Troy Ave,2015-06-05,New York,New York,Kings,USA,[Hook]
6431,The Ones to Watch,Innocent Country,Quelle Chris,2015-07-10,New York,[Chorus],Somebody somewhere be saying some shit about you,A...,
6432,Drugfest TooThousandToo,Innocent Country,Quelle Chris,2015-07-10,New York,[Verse:],Yow oh shit yow you drug fest drug fest,2002 yow w...,
6433,Madness in the Oasis,Innocent Country,Quelle Chris,2015-07-10,New York,[Verse],That green pack against your stomach right,The whol...,
6434,Well Running Deep,Innocent Country,Quelle Chris,2015-07-10,New York,[Chorus],Yo,"A couple to start, and a few to get to sleep",I ...
6435,We Want It Alive,Innocent Country,Quelle Chris,2015-07-10,New York,[Verse 1],We don’t want it,We don’t want it dead,We want it...
6436,Nothing Moves,Innocent Country,Quelle Chris,2015-07-10,New York,[Chorus],"Smooth it out ya’ll, smooth it out (smooth it out)...",,
6437,Freedom & Fear,Innocent Country,Quelle Chris,2015-07-10,New York,[Instrumental produced by Chris Keys],            ,      ...,
6438,Where the Wild Things Roam,Innocent Country,Quelle Chris,2015-07-10,New York,[Verse 1],Such a slick way to maneuver,The wine is at a dit...,
6439,I Asked God,Innocent Country,Quelle Chris,2015-07-10,New York,[Quelle Chris],[Hook],"Yo, I look up to the sky and ask God...",
6440,Moolah,I Tried To Tell Em,Young Greatness,2015-04-06,New Orleans,"Yeah, yeah, yeah, yeah, yeah, yeah",[Hook],All my life I hu...,
6441,I Got Money,Fly International Luxurious Art,Raekwon,2015-04-28,New York,New York,Richmond,USA,[Produced by S1]
6442,"1,2 1,2",Fly International Luxurious Art,Raekwon,2015-04-28,New York,New York,Richmond,USA,[Produced by Scoop DeVille]
6443,Soundboy Kill It,Fly International Luxurious Art,Raekwon,2015-04-28,New York,New York,Richmond,USA,[Verse 1: Raekwon]
